date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:58:56	118733/118733	---M-Z	200	added ('OK')	text/css	etag:%221cfcd-69f50b1d-a550149d747bb4fb;gz%22	https://chromora.in/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.13.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min3940.css	(from https://chromora.in/)
00:58:56	2106/2106	---M-Z	200	added ('OK')	text/css	etag:%2283a-6a1c503c-9c5c8f069a59dc48;gz%22	https://chromora.in/wp-content/plugins/popup-builder-block/build/compatibility/frontend.css?ver=fa9b2727afc9d74855b4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/popup-builder-block/build/compatibility/frontendbc57.css	(from https://chromora.in/)
00:58:56	3152/3152	---M-Z	200	added ('OK')	text/css	etag:%22c50-6a01f2e7-633f18a857fa39a8;gz%22	https://chromora.in/wp-content/plugins/wpfront-notification-bar/css/wpfront-notification-bar.min.css?ver=3.5.1.05102	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wpfront-notification-bar/css/wpfront-notification-bar.min8bb8.css	(from https://chromora.in/)
00:58:56	38096/38096	---M-Z	200	added ('OK')	text/css	etag:%2294d0-6a933f3d-91a0f07ddaba3704;gz%22	https://chromora.in/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.min.css?ver=1.34.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.mina382.css	(from https://chromora.in/)
00:58:57	4719/4719	---M-Z	200	added ('OK')	text/css	etag:%22126f-6a933f4c-118caa9369c85323;gz%22	https://chromora.in/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=4.2.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/metform/public/assets/lib/cute-alert/styleae82.css	(from https://chromora.in/)
00:58:57	22474/22474	---M-Z	200	added ('OK')	text/css	etag:%2257ca-6a933f4c-8f7bb959a605fc93;gz%22	https://chromora.in/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=4.2.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/metform/public/assets/css/text-editorae82.css	(from https://chromora.in/)
00:58:57	25692/25692	---M-Z	200	added ('OK')	text/css	etag:%22645c-6a1c5042-db7ae766a298f99e;gz%22	https://chromora.in/wp-content/plugins/wp-ultimate-review/assets/public/css/content-page.css?ver=2.4.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wp-ultimate-review/assets/public/css/content-page8d5a.css	(from https://chromora.in/)
00:58:57	59004/59004	---M-Z	200	added ('OK')	text/css	etag:%22e67c-69f50700-7fe83c2ebf1c6a5b;gz%22	https://chromora.in/wp-includes/css/dashicons.min.css?ver=6.9.7	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-includes/css/dashicons.minb6ba.css	(from https://chromora.in/)
00:58:58	54666/54666	---M-Z	200	added ('OK')	text/css	etag:%22d58a-6a402e9f-7689b1a9999953b6;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/css/frontend.mineda1.css	(from https://chromora.in/)
00:58:58	560/560	---M-Z	200	added ('OK')	text/css	etag:%22230-6a402e9f-783f0f97ccac9691;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/css/widget-heading.mineda1.css	(from https://chromora.in/)
00:58:58	139/139	---M--	200	added ('OK')	text/css	etag:%228b-6a402ea0-9852c462410a83b8;;;%22	https://chromora.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.mineda1.css	(from https://chromora.in/)
00:58:58	12865/12865	---M-Z	200	added ('OK')	text/css	etag:%223241-6a933f58-72ce42c14b84ce72;gz%22	https://chromora.in/wp-content/uploads/elementor/css/post-12.css?ver=1788034904	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/elementor/css/post-127223.css	(from https://chromora.in/)
00:58:58	1774/1774	---M-Z	200	added ('OK')	text/css	etag:%226ee-6a933f58-37941fce3a41b00;gz%22	https://chromora.in/wp-content/uploads/elementor/css/base-desktop.css?ver=6a933f58cd86a	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/elementor/css/base-desktop22c9.css	(from https://chromora.in/)
00:58:59	304/304	---M-Z	200	added ('OK')	text/css	etag:%22130-6a933f58-5d9296c400dc6516;gz%22	https://chromora.in/wp-content/uploads/elementor/css/local-12-frontend-mobile.css?ver=6a933f58cdbc5	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/elementor/css/local-12-frontend-mobile7330.css	(from https://chromora.in/)
00:58:59	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-69f50700-a24cbb055f303a02;gz%22	https://chromora.in/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-includes/js/jquery/jquery.minf43b.js	(from https://chromora.in/)
00:58:59	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-69f50700-61dba7baacc67ae;gz%22	https://chromora.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://chromora.in/)
00:59:00	9636/9636	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a4-69f50a00-24f32d595ac7b158;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min3de0.js	(from https://chromora.in/)
00:59:00	15073/15073	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ae1-6a402ea0-57e5e2e4a015d96f;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mineda1.js	(from https://chromora.in/)
00:59:00	1720/1720	---M-Z	200	added ('OK')	application/x-javascript	etag:%226b8-69f50a00-c56df73dd2e9b665;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mine5db.js	(from https://chromora.in/)
00:59:00	4131/4131	---M-Z	200	added ('OK')	application/x-javascript	etag:%221023-69f50a00-1e937024bb3f9764;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9e47.js	(from https://chromora.in/)
00:59:00	4737/4737	---M-Z	200	added ('OK')	application/x-javascript	etag:%221281-6a01f2e7-c817ff3ff5cdf776;gz%22	https://chromora.in/wp-content/plugins/wpfront-notification-bar/js/wpfront-notification-bar.min.js?ver=3.5.1.05102	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wpfront-notification-bar/js/wpfront-notification-bar.min8bb8.js	(from https://chromora.in/)
00:59:01	3962/3962	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f7a-6a1c5042-bb4419de5ced6a83;gz%22	https://chromora.in/wp-content/plugins/wp-ultimate-review/assets/public/script/content-page.js?ver=2.4.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wp-ultimate-review/assets/public/script/content-page8d5a.js	(from https://chromora.in/)
00:59:01	10095/10095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ade94f-276f%22	https://stats.wp.com/s-202636.js	C:/My%20Web%20Sites/https___chromora.in_/stats.wp.com/s-202636.js	(from https://chromora.in/)
00:59:02	54199/54199	---MCZ	200	added ('OK')	application/json	date:Wed,%2002%20Sep%202026%2019:29:04%20GMT	https://chromora.in/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-json/wp/v2/pages/12.json	(from https://chromora.in/)
00:59:02	2223402/2223402	---MCZ	200	added ('OK')	application/json	etag:%2210511-1788377344;gz%22	https://chromora.in/wp-json/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-json/index.html	(from https://chromora.in/)
00:59:03	780/780	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20Sep%202026%2019:29:05%20GMT	https://chromora.in/xmlrpc.php?rsd	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/xmlrpc0db0.php	(from https://chromora.in/)
00:59:03	2226/2226	---M--	200	added ('OK')	image/png	etag:%228b2-6a01f2e7-99eabff0db776bd6;;;%22	https://chromora.in/wp-content/plugins/wpfront-notification-bar/images/arrow_down.png	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wpfront-notification-bar/images/arrow_down.png	(from https://chromora.in/)
00:59:03	2183/2183	---M--	200	added ('OK')	image/png	etag:%22887-6a01f2e7-11c383dff35c9dc2;;;%22	https://chromora.in/wp-content/plugins/wpfront-notification-bar/images/arrow_up.png	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/wpfront-notification-bar/images/arrow_up.png	(from https://chromora.in/)
00:59:03	6446/6446	---M--	200	added ('OK')	image/png	etag:%22192e-6a28ab8d-e70d3936d9669347;;;%22	https://chromora.in/wp-content/uploads/2026/05/cropped-Photoroom_20251222_105150-120x101.png	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/cropped-Photoroom_20251222_105150-120x101.png	(from https://chromora.in/)
00:59:04	309833/309833	---M--	200	added ('OK')	image/png	etag:%224ba49-69fa5d0d-58e12539b1d3872b;;;%22	https://chromora.in/wp-content/uploads/2026/05/Untitled-1-copy-3-1024x381.png	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/Untitled-1-copy-3-1024x381.png	(from https://chromora.in/)
00:59:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Sep%202026%2019:29:05%20GMT	https://chromora.in/shop	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/shop	(from https://chromora.in/)
00:59:04	4743/4743	---M-Z	200	added ('OK')	text/css	etag:%221287-6a778f20-6962783645fb645c;gz%22	https://chromora.in/wp-content/plugins/unlimited-elements-for-elementor/assets_libraries/owl-carousel-new/assets/owl.carousel.css	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/unlimited-elements-for-elementor/assets_libraries/owl-carousel-new/assets/owl.carousel.css	(from https://chromora.in/)
00:59:04	266660/266660	---MCZ	200	added ('OK')	text/html	etag:%2210405-1788356227;gz%22	https://chromora.in/product-category/bestsellers/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/bestsellers/index.html	(from https://chromora.in/)
00:59:05	25395/25395	---M--	200	added ('OK')	image/jpeg	etag:%226333-6a076032-9c1b4111904ff8d0;;;%22	https://chromora.in/wp-content/uploads/2026/05/img_4695-836x1024.jpeg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/img_4695-836x1024.jpg	(from https://chromora.in/)
00:59:05	30886/30886	---M--	200	added ('OK')	image/jpeg	etag:%2278a6-69fae3ee-2f5cd775b7976961;;;%22	https://chromora.in/wp-content/uploads/2026/05/IMG_3043-768x1024.jpeg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/IMG_3043-768x1024.jpg	(from https://chromora.in/)
00:59:05	273032/273032	---MCZ	200	added ('OK')	text/html	etag:%2210308-1788351102;gz%22	https://chromora.in/shop/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/shop/index.html	(from https://chromora.in/)
00:59:05	33969/33969	---M--	200	added ('OK')	image/jpeg	etag:%2284b1-6a073d7e-aebbf47d6bf08bf9;;;%22	https://chromora.in/wp-content/uploads/2026/05/IMG_4498-768x1024.jpg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/IMG_4498-768x1024.jpg	(from https://chromora.in/)
00:59:05	27271/27271	---M--	200	added ('OK')	image/jpeg	etag:%226a87-69fae383-43194522864e257f;;;%22	https://chromora.in/wp-content/uploads/2026/05/IMG_3032-768x1024.jpeg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/IMG_3032-768x1024.jpg	(from https://chromora.in/)
00:59:05	19933/19933	---M--	200	added ('OK')	image/jpeg	etag:%224ddd-6a0760a0-202508f946e98682;;;%22	https://chromora.in/wp-content/uploads/2026/05/img_4694-852x1024.jpeg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/img_4694-852x1024.jpg	(from https://chromora.in/)
00:59:06	30842/30842	---M--	200	added ('OK')	image/jpeg	etag:%22787a-6a074296-f96bada4bb1572c4;;;%22	https://chromora.in/wp-content/uploads/2026/05/IMG_4660-768x1024.jpg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/IMG_4660-768x1024.jpg	(from https://chromora.in/)
00:59:06	3909874/3909874	---M--	200	added ('OK')	video/mp4	etag:%223ba8f2-6a1b08d9-3e01eb08150ee93c;;;%22	https://chromora.in/wp-content/uploads/2026/05/logo-samp1.mp4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/logo-samp1.mp4	(from https://chromora.in/)
00:59:06	34857/34857	---M--	200	added ('OK')	image/jpeg	etag:%228829-69fae3f3-cf44cf7ee3f93c13;;;%22	https://chromora.in/wp-content/uploads/2026/05/IMG_3030-768x1024.jpeg	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/uploads/2026/05/IMG_3030-768x1024.jpg	(from https://chromora.in/)
00:59:06	265372/265372	---MCZ	200	added ('OK')	text/html	etag:%229819-1788284013;gz%22	https://chromora.in/product-category/rings/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/rings/index.html	(from https://chromora.in/)
00:59:06	221053/221053	---MCZ	200	added ('OK')	text/html	etag:%227874-1788091998;gz%22	https://chromora.in/product-category/chains/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/chains/index.html	(from https://chromora.in/)
00:59:06	259880/259880	---MCZ	200	added ('OK')	text/html	etag:%227886-1788092256;gz%22	https://chromora.in/product-category/bracelets/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/bracelets/index.html	(from https://chromora.in/)
00:59:07	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Wed,%2002%20Sep%202026%2019:29:08%20GMT	https://chromora.in/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-admin/admin-ajax.php	(from https://chromora.in/)
00:59:07	14006/14006	---M-Z	200	added ('OK')	text/css	etag:%2236b6-69f50a00-8eb8464bd2e83f31;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksf655.css	(from https://chromora.in/)
00:59:07	247017/247017	---MCZ	200	added ('OK')	text/html	etag:%2210026-1788297929;gz%22	https://chromora.in/product-category/wallets/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/wallets/index.html	(from https://chromora.in/)
00:59:07	25635/25635	---M-Z	200	added ('OK')	application/x-javascript	etag:%226423-69f50b1d-71558645095c5783;gz%22	https://chromora.in/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.13.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/themes/astra/assets/js/minified/frontend.min3940.js	(from https://chromora.in/)
00:59:07	4350/4350	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210fe-69f50a00-6718c417acf59ab3;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9e47.js	(from https://chromora.in/)
00:59:07	5619/5619	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f3-69f50b1d-de8b9330caf670c4;gz%22	https://chromora.in/wp-content/themes/astra/assets/js/minified/mobile-cart.min.js?ver=4.13.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/themes/astra/assets/js/minified/mobile-cart.min3940.js	(from https://chromora.in/)
00:59:08	3507/3507	---M-Z	200	added ('OK')	application/x-javascript	etag:%22db3-6a933f4c-e966eeb5b301595a;gz%22	https://chromora.in/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=4.2.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alertae82.js	(from https://chromora.in/)
00:59:08	236371/236371	---MCZ	200	added ('OK')	text/html	etag:%227515-1788038269;gz%22	https://chromora.in/product-category/belts/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/belts/index.html	(from https://chromora.in/)
00:59:08	33548/33548	---M-Z	200	added ('OK')	application/x-javascript	etag:%22830c-69f50700-441500894e9c1421;gz%22	https://chromora.in/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://chromora.in/)
00:59:08	10537/10537	---M-Z	200	added ('OK')	application/x-javascript	etag:%222929-6a07498b-13abf30d2bf7440e;gz%22	https://chromora.in/wp-content/plugins/jetpack/jetpack_vendor/automattic/woocommerce-analytics/build/woocommerce-analytics-client.js?minify=false&ver=e434986d5efc1358e217	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/jetpack/jetpack_vendor/automattic/woocommerce-analytics/build/woocommerce-analytics-client85bd.js	(from https://chromora.in/)
00:59:08	15315/15315	---M-Z	200	added ('OK')	application/x-javascript	etag:%223bd3-69f50a00-94dae9e286f574a7;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min9e47.js	(from https://chromora.in/)
00:59:09	2439/2439	---M-Z	200	added ('OK')	application/x-javascript	etag:%22987-69f50a00-bc9dad09fc4bdfce;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min9e47.js	(from https://chromora.in/)
00:59:09	5819/5819	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216bb-6a402ea0-4966d9ef638d48d0;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/js/webpack.runtime.mineda1.js	(from https://chromora.in/)
00:59:09	243835/243835	---MCZ	200	added ('OK')	text/html	etag:%228673-1788199760;gz%22	https://chromora.in/product-category/earrings/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/earrings/index.html	(from https://chromora.in/)
00:59:09	50602/50602	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c5aa-6a402e9f-94edac822c743fb2;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/js/frontend-modules.mineda1.js	(from https://chromora.in/)
00:59:09	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-69f50700-db2e6b694581962f;gz%22	https://chromora.in/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-includes/js/jquery/ui/core.minb37e.js	(from https://chromora.in/)
00:59:10	32098/32098	---M-Z	200	added ('OK')	application/x-javascript	etag:%227d62-6a402e9f-e4fc319ba996c1d6;gz%22	https://chromora.in/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.1.4	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/elementor/assets/js/frontend.mineda1.js	(from https://chromora.in/)
00:59:10	3812/3812	---MCZ	200	added ('OK')	application/javascript	etag:W/7134-1748959715126.2634	https://stats.wp.com/e-202636.js	C:/My%20Web%20Sites/https___chromora.in_/stats.wp.com/e-202636.js	(from https://chromora.in/)
00:59:10	251970/251970	---MCZ	200	added ('OK')	text/html	etag:%2210021-1788297873;gz%22	https://chromora.in/product-category/keychains/	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/product-category/keychains/index.html	(from https://chromora.in/)
00:59:10	69097/69097	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210de9-6a933f3d-813a263ab10fc65a;gz%22	https://chromora.in/wp-content/plugins/ajax-search-for-woocommerce/assets/js/search.min.js?ver=1.34.1	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/ajax-search-for-woocommerce/assets/js/search.mina382.js	(from https://chromora.in/)
00:59:10	2939/2939	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7b-69f50a00-28cffc1917dbf379;gz%22	https://chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=10.7.0	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min9e47.js	(from https://chromora.in/)
00:59:11	54552/54552	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d518-6a778f20-f4dda7043229c588;gz%22	https://chromora.in/wp-content/plugins/unlimited-elements-for-elementor/assets_libraries/owl-carousel-new/owl.carousel.min.js?ver=2.0.16	C:/My%20Web%20Sites/https___chromora.in_/chromora.in/wp-content/plugins/unlimited-elements-for-elementor/assets_libraries/owl-carousel-new/owl.carousel.min9c6b.js	(from https://chromora.in/)
